generation,fitness_score,avg_total,pref_penalty,capacity_viol,elig_viol,under_cap,total_violations,gini,cx_ops_gen,mut_ops_gen,repair_calls_gen
1,20000.0,26411.533333333333,340,22,43,8,73,0.27959526056411865,48,48,144
2,20000.0,26211.833333333332,340,22,43,8,73,0.27959526056411865,43,45,131
3,20000.0,26094.55,340,22,43,8,73,0.27959526056411865,53,52,158
4,20000.0,26117.033333333333,340,22,43,8,73,0.27959526056411865,48,44,140
5,20000.0,26394.916666666668,340,22,43,8,73,0.27959526056411865,47,51,145
6,20000.0,26790.158333333333,340,22,43,8,73,0.27959526056411865,45,53,143
7,20000.0,26619.758333333335,340,22,43,8,73,0.27959526056411865,47,49,143
8,20000.0,27349.191666666666,340,22,43,8,73,0.27959526056411865,48,45,141
9,20000.0,27654.333333333332,340,22,43,8,73,0.27959526056411865,48,44,140
10,20000.0,27887.066666666666,340,22,43,8,73,0.27959526056411865,46,51,143
11,20000.0,27719.908333333333,340,22,43,8,73,0.27959526056411865,50,36,136
12,20000.0,27922.375,340,22,43,8,73,0.27959526056411865,52,51,155
13,20000.0,28439.641666666666,340,22,43,8,73,0.27959526056411865,50,40,140
14,20000.0,28502.4,340,22,43,8,73,0.27959526056411865,44,42,130
15,20000.0,28698.658333333333,340,22,43,8,73,0.27959526056411865,47,50,144
16,20000.0,29019.766666666666,340,22,43,8,73,0.27959526056411865,45,36,126
17,20000.0,29378.475,340,22,43,8,73,0.27959526056411865,40,46,126
18,20000.0,29566.325,340,22,43,8,73,0.27959526056411865,47,51,145
19,20000.0,29911.908333333333,340,22,43,8,73,0.27959526056411865,45,52,142
20,20000.0,30244.525,340,22,43,8,73,0.27959526056411865,48,52,148
21,20000.0,30124.866666666665,340,22,43,8,73,0.27959526056411865,43,48,134
22,20000.0,29835.266666666666,340,22,43,8,73,0.27959526056411865,53,42,148
23,20000.0,30049.608333333334,340,22,43,8,73,0.27959526056411865,43,51,137
24,20000.0,29733.083333333332,340,22,43,8,73,0.27959526056411865,47,52,146
25,20000.0,30154.541666666668,340,22,43,8,73,0.27959526056411865,51,47,149
26,20000.0,30501.475,340,22,43,8,73,0.27959526056411865,41,53,135
27,20000.0,30494.841666666667,340,22,43,8,73,0.27959526056411865,45,51,141
28,20000.0,30811.391666666666,340,22,43,8,73,0.27959526056411865,45,40,130
29,20000.0,30949.6,340,22,43,8,73,0.27959526056411865,45,49,139
30,20000.0,31114.366666666665,340,22,43,8,73,0.27959526056411865,49,50,148
